ID,ComplainDate,CompletionDate,CustomerID,BrokerID,ProductID,ComplainPriorityID,ComplainTypeID,ComplainSourceID,ComplainCategoryID,ComplainStatusID,AdministratorID,ClientSatisfaction,ExpectedReimbursement
3977,09-02-2015,27-03-2015,890057,10737,29,2,3,5,8,9,98,SAT,0
3979,09-02-2015,20-02-2015,2443636,9359,58,2,5,5,10,9,98,SAT,0
3980,06-02-2015,18-02-2015,1858488,858,41,2,3,5,12,9,98,SAT,0
3981,09-02-2015,25-02-2015,428116,11223,70,2,3,5,10,9,98,N/A,0
3982,10-02-2015,31-03-2015,861238,1630,33,2,3,1,9,9,98,SAT,0
3983,10-02-2015,17-02-2015,390473,11262,73,2,5,5,21,9,98,SAT,0
3984,09-02-2015,09-04-2015,2110468,1896,24,2,3,5,11,9,98,NSA,0
3985,06-02-2015,09-03-2015,1711066,11273,70,2,2,1,15,9,98,SAT,0
3986,10-02-2015,20-02-2015,554190,2316,50,2,3,5,12,9,98,SAT,0
3987,11-02-2015,08-05-2015,1827352,11479,66,2,3,5,11,9,98,SAT,0
3988,09-02-2015,24-02-2015,2199329,224,9,2,3,5,50,9,98,NSA,0
3989,11-02-2015,10-03-2015,1721627,11668,9,2,2,1,21,9,98,SAT,0
3990,11-02-2015,06-03-2015,2491753,224,28,2,2,1,21,9,98,SAT,0
3991,11-02-2015,16-02-2015,1792782,10850,66,2,5,5,9,9,98,SAT,0
3992,11-02-2015,10-03-2015,100003,10722,76,2,3,1,21,9,98,SAT,0
3993,11-02-2015,11-02-2015,863408,10794,20,2,5,5,25,9,98,N/A,0
3994,11-02-2015,20-02-2015,1660557,10127,2,2,5,5,8,9,98,N/A,0
3995,11-02-2015,11-03-2015,1818434,2519,67,2,3,5,40,9,98,NSA,0
3996,11-02-2015,17-02-2015,1788944,12563,11,2,3,5,21,9,98,SAT,0
3997,11-02-2015,18-02-2015,396097,10379,31,2,3,5,8,9,98,N/A,0
3998,12-02-2015,26-02-2015,1732456,11626,73,2,7,7,9,9,98,SAT,0
3999,12-02-2015,17-03-2015,2035337,11030,24,2,7,3,15,9,98,NSA,0
4000,13-02-2015,26-02-2015,840337,9395,29,2,3,1,10,9,98,SAT,0
4001,13-02-2015,27-02-2015,1886732,10030,3,2,3,5,7,9,98,NSA,0
4002,13-02-2015,27-02-2015,2225454,11715,14,2,3,5,7,9,98,NSA,0
4003,13-02-2015,20-03-2015,2387320,879,22,2,3,5,12,9,98,SAT,0
4004,12-02-2015,24-02-2015,184363,269,44,2,3,1,21,9,98,SAT,0
4005,12-02-2015,25-02-2015,834659,11980,27,2,3,1,21,9,98,SAT,0
4006,12-02-2015,25-02-2015,2510524,10623,66,2,3,1,21,9,98,SAT,0
4007,12-02-2015,24-02-2015,895118,8985,67,2,3,1,21,9,98,SAT,0
4008,12-02-2015,25-02-2015,1813205,11134,42,2,3,1,21,9,98,SAT,0
4009,13-02-2015,25-02-2015,2409970,11069,51,2,3,5,50,9,98,NSA,0
4010,16-02-2015,20-02-2015,575220,8949,33,2,5,5,10,9,98,N/A,0
4011,16-02-2015,13-03-2015,42469,11169,58,1,3,5,50,9,98,NSA,0
4012,06-02-2015,26-02-2015,2253291,11212,11,2,3,5,15,9,98,N/A,0
4013,16-02-2015,02-04-2015,643271,11798,22,2,3,5,12,9,98,N/A,0
4014,16-02-2015,11-03-2015,1683689,10073,47,2,3,5,12,9,98,N/A,0
4015,16-02-2015,30-03-2015,2079801,10490,21,2,4,5,45,9,98,N/A,0
4016,16-02-2015,27-03-2015,1679001,12572,41,2,6,5,12,9,98,SAT,0
4017,17-02-2015,27-03-2015,2438551,8996,36,2,3,5,1,9,98,NSA,0
4018,17-02-2015,18-02-2015,1871435,224,15,2,3,1,21,9,98,N/A,0
4019,09-02-2015,27-02-2015,2415577,10426,31,2,5,1,9,9,98,SAT,0
4020,17-02-2015,28-04-2015,120422,12563,66,2,3,7,11,9,98,NSA,0
4021,17-02-2015,17-02-2015,1679922,11220,55,2,3,1,15,9,98,N/A,0
4022,17-02-2015,22-04-2015,2010282,2129,17,2,3,5,11,9,98,N/A,0
4023,17-02-2015,10-03-2015,235430,125,17,2,3,5,21,9,98,SAT,0
4024,02-02-2015,26-02-2015,1947028,8946,71,2,5,1,55,9,98,SAT,0
4025,18-02-2015,26-02-2015,507364,801,21,2,5,5,12,9,98,SAT,0
4026,18-02-2015,20-02-2015,308317,175,43,2,7,5,38,9,98,N/A,0
4027,18-02-2015,27-03-2015,620113,2460,38,2,5,6,8,9,98,N/A,0
4028,18-02-2015,13-03-2015,894126,11479,33,2,5,1,10,9,98,SAT,0
4030,18-02-2015,16-03-2015,895849,10992,68,2,5,5,12,9,98,SAT,0
4031,18-02-2015,20-03-2015,1878017,9362,39,2,3,5,12,9,98,SAT,0
4032,18-02-2015,09-03-2015,406929,7835,50,2,5,5,12,9,98,N/A,0
4033,18-02-2015,06-03-2015,672681,11039,19,2,6,5,15,9,98,N/A,0
4034,18-02-2015,12-03-2015,1674712,1717,64,2,2,1,21,9,98,SAT,0
4035,16-02-2015,19-02-2015,52375,11170,60,2,5,5,21,9,98,SAT,0
4036,19-02-2015,20-02-2015,747628,753,66,2,3,5,12,9,98,N/A,0
4037,19-02-2015,03-03-2015,1850004,10016,73,2,3,7,9,9,98,SAT,0
4038,19-02-2015,03-03-2015,511889,10106,13,2,3,5,7,9,98,NSA,0
4039,19-02-2015,09-04-2015,2069417,10037,54,2,3,5,1,9,98,SAT,0
4040,19-02-2015,20-03-2015,44152,2656,30,2,3,5,9,9,98,SAT,0
4041,20-02-2015,24-02-2015,2224508,10850,49,2,3,5,8,9,98,SAT,0
4042,20-02-2015,19-03-2015,219207,194,24,2,5,5,44,9,98,SAT,0
4043,20-02-2015,27-03-2015,1822206,1876,52,2,5,5,11,9,98,N/A,0
4045,20-02-2015,11-03-2015,2084561,2208,28,2,3,5,12,9,98,SAT,0
4046,20-02-2015,27-02-2015,311670,119,12,2,3,5,15,9,98,SAT,0
4047,24-02-2015,24-04-2015,2018885,9021,56,2,3,5,1,9,98,NSA,0
4048,24-02-2015,02-03-2015,1984571,1680,71,2,2,1,55,9,98,SAT,0
4049,24-02-2015,09-03-2015,192684,9923,42,2,5,5,12,9,98,SAT,0
4050,20-02-2015,24-02-2015,895034,11959,16,2,5,5,10,9,98,SAT,0
4051,24-02-2015,23-03-2015,1873280,2384,74,2,5,5,10,9,98,N/A,0
4052,25-02-2015,10-03-2015,1805436,9204,23,2,5,5,12,9,98,SAT,0
4053,25-02-2015,30-03-2015,313971,8662,41,2,6,5,8,9,98,SAT,0
4054,25-02-2015,05-03-2015,2403840,11140,10,2,5,5,23,9,98,SAT,0
4055,24-02-2015,19-03-2015,889162,9796,69,2,2,1,21,9,98,SAT,0
4056,26-02-2015,27-02-2015,2116800,10967,52,2,7,3,21,9,98,N/A,0
4057,26-02-2015,08-04-2015,2478688,10569,7,2,3,7,11,9,98,N/A,0
4058,26-02-2015,05-03-2015,1888850,978,45,2,5,5,18,9,98,SAT,0
4059,24-02-2015,27-02-2015,1805431,11194,24,2,2,1,21,9,98,SAT,0
4060,26-02-2015,09-03-2015,1690277,11158,21,2,7,1,21,9,98,SAT,0
4061,08-02-2015,12-03-2015,338576,8985,70,2,5,5,15,9,98,N/A,0
4062,27-02-2015,30-03-2015,351623,2504,54,2,5,5,50,9,98,N/A,0
4063,27-02-2015,19-03-2015,1824358,190,51,2,3,1,21,9,98,SAT,0
4064,27-02-2015,03-03-2015,1754967,11493,30,2,7,5,10,9,98,N/A,0
4065,02-03-2015,18-03-2015,2174743,11972,24,2,3,5,52,9,98,SAT,0
4066,02-03-2015,20-04-2015,1853201,12510,30,2,3,5,9,9,98,N/A,0
4067,02-03-2015,07-04-2015,578865,9901,77,2,5,4,10,9,98,N/A,0
4068,02-03-2015,05-03-2015,615324,1846,29,2,6,5,8,9,98,SAT,0
4069,02-03-2015,16-03-2015,1707397,11849,47,2,6,5,6,9,98,SAT,0
4070,02-03-2015,04-03-2015,630695,7979,73,2,2,5,21,9,98,SAT,0
4071,02-03-2015,06-03-2015,191849,2107,23,2,3,5,15,9,98,N/A,0
4072,03-03-2015,18-03-2015,2170636,2175,66,2,5,5,12,9,98,N/A,0
4073,03-03-2015,04-03-2015,106144,11137,24,2,5,3,21,9,98,SAT,0
4074,02-03-2015,04-03-2015,123845,10260,63,2,5,4,10,9,98,SAT,0
4075,03-03-2015,18-03-2015,41250,1085,1,2,5,5,10,9,98,SAT,0
4076,03-03-2015,17-04-2015,2111208,10603,4,2,5,5,10,9,98,N/A,0
4078,03-03-2015,07-04-2015,352751,11027,68,2,6,5,15,9,98,SAT,0
4079,03-03-2015,10-03-2015,2476382,2659,55,2,6,5,10,9,98,SAT,0
4081,04-03-2015,19-03-2015,1824172,12333,57,2,3,7,10,9,98,SAT,0
4082,04-03-2015,19-03-2015,302654,2380,56,2,5,7,21,9,98,N/A,0
4083,04-03-2015,05-03-2015,560036,9362,42,2,2,1,21,9,98,SAT,0
4084,04-03-2015,26-03-2015,2292978,11254,78,2,6,5,45,9,98,SAT,0
4085,04-03-2015,20-03-2015,416740,1465,26,2,3,1,9,9,98,SAT,0
4086,04-03-2015,25-05-2015,714632,11179,68,2,6,5,4,9,98,N/A,0
4087,04-03-2015,19-05-2015,2305285,1097,38,2,7,5,15,9,98,N/A,0
4088,27-02-2015,23-03-2015,576093,2263,11,2,7,5,10,9,98,SAT,0
4089,04-03-2015,17-03-2015,841854,11255,10,2,7,7,21,9,98,SAT,0
4090,05-03-2015,05-03-2015,327201,9357,9,2,3,5,1,9,98,SAT,0
4092,05-03-2015,13-03-2015,1651299,597,20,1,5,5,10,9,98,N/A,0
4093,05-03-2015,18-03-2015,173947,974,50,2,7,5,10,9,98,N/A,0
4094,05-03-2015,12-03-2015,2416730,12208,32,2,3,5,21,9,98,N/A,0
4095,05-03-2015,29-04-2015,2387405,12125,3,2,5,5,21,9,98,SAT,0
4096,05-03-2015,24-03-2015,2339409,9826,26,2,5,5,21,9,98,SAT,0
4097,05-03-2015,23-04-2015,637475,10426,8,2,3,5,21,9,98,N/A,0
4098,05-03-2015,07-04-2015,1850525,10105,22,2,5,5,50,9,98,SAT,0
4099,06-03-2015,12-03-2015,2304843,9085,76,2,3,1,21,9,98,N/A,0
4100,05-03-2015,20-04-2015,321257,10646,6,2,5,5,10,9,98,SAT,0
4101,05-03-2015,06-03-2015,1777907,2696,37,2,5,4,10,9,98,N/A,0
4102,06-03-2015,11-03-2015,1840100,9357,47,2,5,7,21,9,98,SAT,0
4103,06-03-2015,11-03-2015,354570,10749,71,2,5,5,7,9,98,SAT,0
4104,09-03-2015,06-04-2015,316911,11626,67,2,5,1,12,9,98,SAT,0
4105,09-03-2015,18-03-2015,1883478,911,57,2,5,5,10,9,98,SAT,0
4106,09-03-2015,30-03-2015,2362145,10260,22,2,5,5,21,9,98,SAT,0
4108,10-03-2015,06-04-2015,285913,9796,52,2,6,5,50,9,98,N/A,0
4110,09-03-2015,30-04-2015,2101828,1630,32,1,3,5,11,9,98,SAT,0
4111,09-03-2015,08-05-2015,365738,1275,53,2,3,5,11,9,98,N/A,0
4112,09-03-2015,10-03-2015,509052,1717,61,2,5,5,12,9,98,N/A,0
4113,10-03-2015,19-03-2015,780508,2482,35,2,3,5,12,9,98,SAT,0
4114,10-03-2015,22-04-2015,2103969,8953,44,2,6,5,12,9,98,N/A,0
4115,10-03-2015,29-04-2015,237409,9205,77,2,6,5,52,9,98,N/A,0
4116,10-03-2015,27-03-2015,2126521,820,68,2,3,5,12,9,98,SAT,0
4117,10-03-2015,24-03-2015,1749783,922,35,2,5,5,21,9,98,SAT,0
4118,10-03-2015,16-03-2015,1857872,2260,2,2,2,1,21,9,98,SAT,0
4119,10-03-2015,13-03-2015,85534,11972,42,2,2,1,21,9,98,SAT,0
4120,11-03-2015,31-03-2015,78085,10326,53,2,3,5,32,9,98,SAT,0
4121,11-03-2015,06-04-2015,829354,9419,65,2,3,5,7,9,98,NSA,0
4122,11-03-2015,06-04-2015,252873,11172,45,2,3,5,7,9,98,NSA,0
4123,11-03-2015,20-03-2015,1860802,753,2,2,6,5,12,9,98,N/A,0
4124,11-03-2015,27-03-2015,865258,8882,77,2,6,5,44,9,98,SAT,0
4125,11-03-2015,17-03-2015,1793472,10186,74,2,6,5,12,9,98,N/A,0
4126,11-03-2015,24-03-2015,2141554,1079,38,2,5,7,21,9,98,SAT,0
4127,11-03-2015,17-03-2015,2520479,2172,60,2,7,7,23,9,98,SAT,0
4128,12-03-2015,06-04-2015,2289944,884,47,2,6,5,15,9,98,SAT,0
4129,12-03-2015,16-03-2015,2290892,9968,62,2,7,3,21,9,98,SAT,0
4130,12-03-2015,30-04-2015,881676,2208,7,2,3,5,40,9,98,SAT,0
4131,13-03-2015,19-03-2015,1800295,2637,62,2,7,7,21,9,98,SAT,0
4132,13-03-2015,17-03-2015,1829547,10172,23,2,6,5,12,9,98,SAT,0
4133,13-03-2015,20-04-2015,2056992,9085,53,2,6,5,1,9,98,N/A,0
4134,16-03-2015,26-03-2015,502703,2502,56,2,5,5,10,9,98,SAT,0
4135,16-03-2015,20-04-2015,347692,11974,11,2,5,5,9,9,98,N/A,0
4136,16-03-2015,06-04-2015,179613,10552,55,2,6,5,57,9,98,N/A,0
4137,17-03-2015,19-03-2015,41981,8970,20,2,7,7,21,9,98,SAT,0
4138,17-03-2015,30-03-2015,153055,7654,67,2,5,5,8,9,98,SAT,0
4139,18-03-2015,26-03-2015,1706791,11030,39,2,2,1,15,9,98,N/A,0
4140,18-03-2015,19-03-2015,2135487,10446,51,2,3,1,21,9,98,SAT,0
4141,17-03-2015,29-04-2015,887370,836,47,2,3,5,21,9,98,SAT,0
4142,18-03-2015,24-03-2015,1848828,1717,36,2,5,5,21,9,98,SAT,0
4143,18-03-2015,20-03-2015,860912,7973,75,2,3,5,21,9,98,N/A,0
4144,13-03-2015,16-04-2015,657000,11077,50,2,3,1,21,9,98,SAT,0
4145,18-03-2015,24-03-2015,1842289,10569,61,2,3,5,21,9,98,N/A,0
4146,18-03-2015,27-03-2015,1817367,8063,55,2,6,5,12,9,98,SAT,0
4147,19-03-2015,19-03-2015,357243,10749,11,2,2,1,21,9,98,SAT,0
4148,19-03-2015,23-03-2015,1787228,11916,49,2,5,5,10,9,98,SAT,0
4149,16-03-2015,22-04-2015,2112858,2696,39,2,6,5,15,9,98,SAT,0
4150,16-03-2015,06-04-2015,1766397,10326,62,2,6,5,12,9,98,SAT,0
4151,19-03-2015,05-05-2015,2343275,12181,39,2,5,5,9,9,98,SAT,0
4152,12-03-2015,30-03-2015,1888850,9311,3,2,3,5,15,9,98,SAT,0
4153,23-03-2015,09-04-2015,342613,11027,5,2,6,5,10,9,98,SAT,0
4154,23-03-2015,08-04-2015,1599240,12352,6,2,2,1,21,9,98,SAT,0
4155,23-03-2015,06-04-2015,2037929,10446,74,2,3,5,50,9,98,N/A,0
4156,20-03-2015,24-03-2015,1726383,10990,78,2,7,3,21,9,98,SAT,0
4157,23-03-2015,26-03-2015,11424,11910,45,2,5,5,12,9,98,SAT,0
4158,24-03-2015,28-04-2015,889082,10618,44,2,3,1,15,9,98,N/A,0
4159,24-03-2015,24-03-2015,1830620,10426,46,2,5,5,10,9,98,N/A,0
4160,10-03-2015,30-03-2015,12656,10744,72,2,6,5,8,9,98,N/A,0
4161,24-03-2015,24-03-2015,2088226,2532,33,2,5,5,9,9,98,SAT,0
4162,16-03-2015,31-03-2015,866411,10020,35,2,3,1,15,9,98,SAT,0
4163,24-03-2015,06-04-2015,1812809,601,73,2,4,5,42,9,98,N/A,0
4164,26-03-2015,09-04-2015,1772395,12102,16,2,7,1,21,9,98,N/A,0
4165,26-03-2015,27-03-2015,92758,2117,73,2,2,1,21,9,98,SAT,0
4167,26-03-2015,29-04-2015,895357,8985,4,2,6,5,10,9,98,N/A,0
4168,26-03-2015,21-04-2015,1848246,9559,6,2,6,5,12,9,98,SAT,0
4169,26-03-2015,26-03-2015,302654,11653,24,2,5,5,12,9,98,SAT,0
4170,26-03-2015,03-04-2015,539034,11146,27,2,5,5,7,9,98,SAT,0
4171,26-03-2015,06-04-2015,128119,9983,71,2,6,5,57,9,98,N/A,0
4173,27-03-2015,15-04-2015,709300,12299,29,2,4,7,15,9,98,N/A,0
4174,27-03-2015,27-03-2015,2159278,1997,74,2,2,1,21,9,98,SAT,0
4175,30-03-2015,22-04-2015,1901297,2502,3,2,3,5,15,9,98,SAT,0
4176,30-03-2015,30-03-2015,2054498,10443,21,2,5,5,15,9,98,N/A,0
4177,30-03-2015,01-04-2015,2433403,796,21,2,6,5,57,9,98,SAT,0
4178,30-03-2015,15-04-2015,2032699,11711,51,2,3,5,58,9,98,N/A,0
4179,30-03-2015,07-05-2015,45340,753,74,2,3,7,21,9,98,N/A,0
4181,24-03-2015,31-03-2015,538325,8885,47,2,3,7,21,9,98,SAT,0
4182,30-03-2015,01-04-2015,2084058,8356,24,2,3,7,21,9,98,N/A,0
4183,30-03-2015,31-03-2015,1893375,1645,45,2,2,1,21,9,98,SAT,0
4184,30-03-2015,24-04-2015,2506353,9362,22,2,5,5,12,9,98,SAT,0
4185,23-03-2015,21-04-2015,383443,10147,47,2,3,5,15,9,98,N/A,0
4186,30-03-2015,29-04-2015,2059564,11094,42,2,5,5,8,9,98,N/A,0
4187,27-03-2015,03-04-2015,2036587,10359,31,2,5,5,11,9,98,N/A,0
4188,31-03-2015,31-03-2015,19631,11268,37,2,5,5,15,9,98,SAT,0
4189,30-03-2015,22-04-2015,2039490,8887,20,2,3,1,8,9,98,SAT,0
4190,31-03-2015,27-04-2015,571888,7626,4,2,5,5,21,9,98,SAT,0
4191,31-03-2015,26-05-2015,1887564,842,54,2,4,5,11,9,98,SAT,0
4192,30-03-2015,02-04-2015,746152,11066,32,2,7,1,21,9,98,SAT,0
4193,01-04-2015,07-05-2015,1639796,11960,21,2,3,5,21,9,98,SAT,0
4195,01-04-2015,02-04-2015,269196,10160,62,2,2,1,21,9,98,SAT,0
4196,01-04-2015,02-04-2015,1890618,9546,30,2,7,3,21,9,98,SAT,0
4197,01-04-2015,29-04-2015,84356,922,66,2,6,5,12,9,98,N/A,0
4198,01-04-2015,12-05-2015,1878016,12000,54,2,2,7,8,9,98,SAT,0
4199,01-04-2015,02-04-2015,92796,11259,52,2,6,5,12,9,98,N/A,0
4200,01-04-2015,03-04-2015,893649,11170,44,2,5,5,18,9,98,N/A,0
4201,02-04-2015,02-04-2015,1792181,820,8,2,7,5,15,9,98,SAT,0
4202,02-04-2015,06-05-2015,215367,11840,64,2,3,1,15,9,98,SAT,0
4203,02-04-2015,20-04-2015,363472,49,70,2,6,5,12,9,98,SAT,0
4204,02-04-2015,02-04-2015,700561,9983,35,2,5,5,12,9,98,N/A,0
4205,02-04-2015,23-04-2015,631395,11978,6,2,3,5,21,9,98,SAT,0
4207,02-04-2015,04-05-2015,2178351,1202,23,2,3,5,21,9,98,SAT,0
4208,02-04-2015,22-04-2015,2206838,10565,40,2,3,5,21,9,98,SAT,0
4209,02-04-2015,17-04-2015,46094,8138,53,2,3,5,21,9,98,SAT,0
4210,02-04-2015,23-04-2015,2201801,601,30,2,5,5,8,9,98,SAT,0
4211,03-04-2015,20-05-2015,1756147,12563,45,2,6,5,15,9,98,N/A,0
4212,03-04-2015,20-04-2015,2413840,11099,21,2,6,5,56,9,98,SAT,0
4213,03-04-2015,07-04-2015,304605,1085,66,2,6,5,12,9,98,SAT,0
4214,03-04-2015,07-04-2015,2257272,11653,67,2,3,5,21,9,98,SAT,0
4215,06-04-2015,26-06-2015,1807984,10106,40,2,3,7,32,9,98,N/A,0
4216,06-04-2015,04-06-2015,1890291,1702,52,2,3,1,15,9,98,SAT,0
4217,06-04-2015,07-04-2015,796916,842,18,2,2,1,15,9,98,N/A,0
4218,06-04-2015,11-05-2015,2135026,9051,15,2,5,5,8,9,98,N/A,0
4219,06-04-2015,22-04-2015,2136221,11937,20,2,6,5,15,9,98,SAT,0
4220,01-04-2015,11-05-2015,2019145,10587,25,2,3,5,11,9,98,N/A,0
4221,06-04-2015,12-06-2015,2009481,9983,64,2,3,5,12,9,98,SAT,0
4222,07-04-2015,07-04-2015,718069,10989,78,2,7,5,2,9,98,N/A,0
4223,06-04-2015,08-04-2015,2109732,10490,32,2,3,1,21,9,98,SAT,0
4224,07-04-2015,29-04-2015,2072826,7973,40,2,6,5,12,9,98,N/A,0
4225,07-04-2015,15-04-2015,112619,11711,46,2,7,7,10,9,98,SAT,0
4226,07-04-2015,08-04-2015,1800005,1079,68,2,7,1,21,9,98,SAT,0
4227,08-04-2015,17-04-2015,515657,11916,30,2,3,5,19,9,98,SAT,0
4228,07-04-2015,08-04-2015,1846257,12000,1,2,7,8,21,9,98,N/A,0
4229,08-04-2015,09-04-2015,1818231,11552,3,2,3,1,21,9,98,SAT,0
4230,08-04-2015,08-06-2015,2464121,2206,75,2,6,5,11,9,98,N/A,0
4231,08-04-2015,29-04-2015,67131,801,8,2,6,5,50,9,98,N/A,0
4232,08-04-2015,04-05-2015,1789500,9359,14,2,5,5,38,9,98,NSA,0
4233,08-04-2015,09-04-2015,802284,10987,70,2,5,5,15,9,98,N/A,0
4234,06-04-2015,09-04-2015,557715,2532,48,2,2,1,21,9,98,SAT,0
4235,09-04-2015,23-04-2015,833258,9559,63,2,5,7,15,9,98,N/A,0
4236,06-04-2015,11-05-2015,2163917,11175,22,2,3,5,15,9,98,N/A,0
4237,14-04-2015,21-04-2015,484314,12192,12,2,7,7,11,9,98,SAT,0
4238,14-04-2015,07-05-2015,1795164,49,27,2,3,1,42,9,98,N/A,0
4239,14-04-2015,17-04-2015,719624,10603,22,2,7,7,10,9,98,N/A,0
4240,14-04-2015,22-04-2015,2102557,10576,6,2,5,7,15,9,98,N/A,0
4241,14-04-2015,21-04-2015,624836,10587,30,2,6,5,12,9,98,SAT,0
4242,15-04-2015,17-04-2015,2129121,8359,4,2,6,5,12,9,98,N/A,0
4243,14-04-2015,17-04-2015,347134,1308,15,2,7,3,10,9,98,SAT,0
4244,14-04-2015,04-06-2015,1791089,8053,48,2,3,5,10,9,98,SAT,0
4245,15-04-2015,17-04-2015,2324218,11171,18,2,3,1,21,9,98,N/A,0
4246,09-04-2015,09-04-2015,2004350,1308,32,2,7,1,15,9,98,N/A,0
4247,16-04-2015,23-04-2015,733600,1500,57,2,5,5,18,9,98,N/A,0
4248,16-04-2015,19-05-2015,1731026,11078,28,2,3,5,7,9,98,SAT,0
4249,16-04-2015,17-04-2015,1815170,8055,9,2,2,1,21,9,98,SAT,0
4250,17-04-2015,27-05-2015,788952,10693,51,2,3,1,11,9,98,N/A,0
4251,17-04-2015,18-05-2015,2163918,473,42,2,2,1,10,9,98,N/A,0
4252,20-04-2015,20-04-2015,40591,11980,38,2,6,5,32,9,98,N/A,0
4253,14-04-2015,20-04-2015,406493,11077,25,2,2,5,1,9,98,N/A,0
4254,20-04-2015,28-04-2015,1825744,586,40,2,5,5,42,9,98,N/A,0
4255,20-04-2015,27-04-2015,833052,11139,64,2,5,5,23,9,98,N/A,0
4256,20-04-2015,23-04-2015,95790,238,36,2,5,5,15,9,98,SAT,0
4257,17-04-2015,21-04-2015,1783393,11711,19,2,2,1,21,9,98,SAT,0
4258,20-04-2015,04-05-2015,1726448,1275,27,2,6,5,12,9,98,N/A,0
4259,20-04-2015,25-05-2015,111836,11050,54,2,5,5,15,9,98,N/A,0
4260,20-04-2015,12-05-2015,712676,2537,71,1,4,5,50,9,98,N/A,0
4261,21-04-2015,29-04-2015,411316,2477,71,1,5,5,12,9,98,SAT,0
4262,20-04-2015,20-04-2015,147280,11001,53,2,5,5,15,9,98,N/A,0
4263,21-04-2015,20-05-2015,404654,11051,74,2,3,1,13,9,98,N/A,0
4264,02-04-2015,21-04-2015,2070021,10991,46,2,3,5,50,9,98,SAT,0
4266,22-04-2015,22-04-2015,780758,10917,55,2,5,3,12,9,98,N/A,0
4267,30-03-2015,07-05-2015,177189,10973,69,2,5,5,3,9,98,N/A,0
4268,02-04-2015,29-04-2015,1874702,10325,64,2,5,7,3,9,98,N/A,0
4269,22-04-2015,02-06-2015,2341632,116,70,2,6,5,12,9,98,N/A,0
4270,22-04-2015,05-05-2015,683090,9260,35,2,7,7,21,9,98,SAT,0
4271,22-04-2015,10-07-2015,874342,10552,7,1,4,5,35,9,98,SAT,0
4272,23-04-2015,25-05-2015,472545,868,13,2,3,5,10,9,98,N/A,0
4273,23-04-2015,12-05-2015,2018500,11169,17,2,5,5,10,9,98,SAT,0
4274,21-04-2015,24-04-2015,2035316,2321,47,2,2,1,21,9,98,SAT,0
4275,23-04-2015,14-05-2015,1732504,11870,34,1,6,5,56,9,98,SAT,0
4276,23-04-2015,20-05-2015,2366719,12241,69,2,5,5,15,9,98,N/A,0
4277,23-04-2015,18-05-2015,2227278,11255,76,2,5,5,50,9,98,N/A,0
4278,23-04-2015,12-05-2015,1881666,10744,66,2,3,5,7,9,98,N/A,0
4279,23-04-2015,14-05-2015,2340836,12120,40,2,3,5,15,9,98,N/A,0
4280,23-04-2015,24-04-2015,743008,9958,42,2,3,5,15,9,98,N/A,0
4281,23-04-2015,24-04-2015,2167216,9803,42,2,3,7,21,9,98,SAT,0
4282,23-04-2015,20-05-2015,761667,10990,60,2,3,5,10,9,98,N/A,0
4283,16-04-2015,24-04-2015,891928,2531,6,2,3,1,21,9,98,SAT,0
4284,24-04-2015,21-05-2015,1707772,9270,17,2,3,5,10,9,98,N/A,0
4285,24-04-2015,21-05-2015,1866292,11840,54,2,3,5,58,9,98,N/A,0
4286,24-04-2015,29-04-2015,1816200,11230,73,2,6,5,12,9,98,N/A,0
4287,24-04-2015,10-06-2015,404296,10744,73,2,5,5,11,9,98,N/A,0
4288,24-04-2015,27-04-2015,577171,11870,57,2,2,1,21,9,98,SAT,0
4289,24-04-2015,27-04-2015,1825512,2172,7,2,2,1,21,9,98,SAT,0
4290,24-04-2015,27-04-2015,522573,11764,14,1,2,1,21,9,98,SAT,0
4291,27-04-2015,25-05-2015,248416,7682,19,2,3,5,21,9,98,SAT,0
4292,27-04-2015,25-05-2015,323873,8963,76,2,3,5,11,9,98,SAT,0
4293,27-04-2015,27-04-2015,803834,9726,11,2,3,5,57,9,98,N/A,0
4294,27-04-2015,15-05-2015,65473,11621,3,2,4,5,55,9,98,N/A,0
4295,27-04-2015,26-05-2015,1872189,909,71,2,3,5,11,9,98,SAT,0
4296,27-04-2015,05-05-2015,2462269,8138,41,2,6,5,15,9,98,SAT,0
4297,27-04-2015,07-05-2015,891425,1140,7,2,6,5,12,9,98,N/A,0
4298,28-04-2015,14-05-2015,892301,11175,44,2,5,5,12,9,98,N/A,0
4299,28-04-2015,29-04-2015,2158442,9803,23,2,3,1,21,9,98,SAT,0
4300,28-04-2015,29-04-2015,470277,11487,48,2,2,1,21,9,98,SAT,0
4301,28-04-2015,11-05-2015,1706215,11487,29,2,5,5,12,9,98,N/A,0
4302,28-04-2015,27-05-2015,383443,796,30,2,5,5,10,9,98,N/A,0
4303,07-04-2015,18-05-2015,652413,1706,14,2,5,5,12,9,98,N/A,0
4304,29-04-2015,06-05-2015,599238,10152,17,2,3,5,12,9,98,N/A,0
4305,29-04-2015,26-05-2015,801026,11133,8,2,2,5,32,9,98,N/A,0
4306,29-04-2015,29-04-2015,896829,8766,68,2,4,5,3,9,98,SAT,0
4307,30-04-2015,20-05-2015,2034957,11127,74,2,5,5,10,9,98,N/A,0
4308,30-04-2015,13-05-2015,381417,11097,34,2,3,5,15,9,98,N/A,0
4309,23-04-2015,07-05-2015,396186,12241,77,2,3,5,15,9,98,SAT,0
4310,30-04-2015,05-05-2015,2447065,10693,56,2,3,1,21,9,98,SAT,0
